payment_id,customer_id,payment_date,amount,payment_method,failure_reason,customer_lifetime_value,previous_payment_count,previous_success_count,previous_failure_count,previous_average_amount,customer_success_rate,amount_vs_customer_average,recent_failure_count,recovered
PAY007671,CUST00488,2026-04-30,6380.29,upi,card_declined,154584.14,7,5,2,6739.9971428571425,0.7142857142857143,0.9466309650830713,0,False
PAY006523,CUST00490,2026-04-18,17957.43,upi,authentication_failed,155660.47,4,4,0,16788.255,1.0,1.06964243752552,0,True
PAY009396,CUST00490,2026-05-29,21192.6,upi,timeout,155660.47,8,7,1,17286.205,0.875,1.2259833780751759,0,False
PAY001163,CUST00492,2026-03-09,9383.49,wallet,network_error,72153.7,1,1,0,7422.34,1.0,1.2642226036532953,0,True
PAY000262,CUST00493,2026-03-02,17724.07,upi,timeout,336890.68,0,0,0,17724.07,0.0,1.0,0,True
PAY001617,CUST00493,2026-03-12,18843.04,netbanking,timeout,336890.68,1,0,1,17724.07,0.0,1.063132790606221,1,False
PAY002437,CUST00493,2026-03-18,19465.47,wallet,timeout,336890.68,2,0,2,18283.555,0.0,1.0646436100637977,2,True
PAY001506,CUST00494,2026-03-11,15912.13,wallet,timeout,473257.17,1,1,0,19597.86,1.0,0.8119320170671696,0,True
PAY007754,CUST00494,2026-05-01,15078.32,netbanking,expired_card,473257.17,9,8,1,18213.644444444446,0.8888888888888888,0.8278584797233819,0,True
PAY001618,CUST00495,2026-03-12,11046.97,netbanking,network_error,372423.16,1,1,0,14371.28,1.0,0.7686837915620598,0,True
PAY002893,CUST00495,2026-03-21,13193.74,wallet,card_declined,372423.16,3,2,1,13227.633333333333,0.6666666666666666,0.9974376872657996,1,False
PAY003178,CUST00495,2026-03-23,11705.77,card,authentication_failed,372423.16,4,2,2,13219.16,0.5,0.8855154185288627,2,False
PAY004302,CUST00495,2026-03-31,8909.95,upi,insufficient_funds,372423.16,5,2,3,12916.482,0.4,0.6898124427378911,3,False
PAY005508,CUST00495,2026-04-09,14644.57,upi,expired_card,372423.16,6,2,4,12248.726666666667,0.3333333333333333,1.1955993793096316,4,False
PAY005980,CUST00495,2026-04-13,14592.78,wallet,timeout,372423.16,7,2,5,12590.99,0.2857142857142857,1.158985909765634,4,False
PAY008100,CUST00495,2026-05-05,12265.12,upi,network_error,372423.16,11,5,6,13496.486363636364,0.45454545454545453,0.9087639308143163,2,True
PAY002293,CUST00496,2026-03-17,6160.82,wallet,card_declined,210367.84,1,1,0,6004.85,1.0,1.0259740043464864,0,True
PAY006524,CUST00496,2026-04-18,8924.38,wallet,timeout,210367.84,5,4,1,6565.344,0.8,1.3593164349042486,0,True
PAY003758,CUST00497,2026-03-27,8049.34,wallet,insufficient_funds,247226.78,3,3,0,8966.553333333333,1.0,0.8977072572664487,0,False
PAY003034,CUST00498,2026-03-22,22398.04,upi,card_declined,476003.16,2,2,0,19196.895,1.0,1.166753269213589,0,True
PAY005245,CUST00498,2026-04-07,21858.74,wallet,timeout,476003.16,4,3,1,20136.502500000002,0.75,1.0855281347890477,1,True
PAY005246,CUST00500,2026-04-07,9396.63,netbanking,timeout,475524.81,6,6,0,10922.015,1.0,0.8603384998097878,0,True
PAY009133,CUST00500,2026-05-22,10041.35,upi,authentication_failed,475524.81,11,10,1,10163.485454545455,0.9090909090909091,0.987982916383195,0,True
PAY009329,CUST00500,2026-05-27,13586.34,card,insufficient_funds,475524.81,12,10,2,10153.3075,0.8333333333333334,1.338119622595888,1,True
PAY003759,CUST00501,2026-03-27,6743.15,wallet,expired_card,54180.54,2,2,0,13929.175,1.0,0.484102611963738,0,True
PAY001753,CUST00503,2026-03-13,17596.77,upi,insufficient_funds,182543.55,1,1,0,16086.69,1.0,1.093871393058485,0,True
PAY007757,CUST00503,2026-05-01,16008.29,upi,timeout,182543.55,8,7,1,19589.43875,0.875,0.8171898237768552,0,False
PAY003327,CUST00504,2026-03-24,13541.14,card,timeout,98955.24,2,2,0,14268.405,1.0,0.949029691826101,0,False
PAY003760,CUST00504,2026-03-27,8223.5,netbanking,card_declined,98955.24,3,2,1,14025.983333333332,0.6666666666666666,0.5863047035323727,1,False
PAY005247,CUST00504,2026-04-07,11023.4,wallet,card_declined,98955.24,4,2,2,12575.3625,0.5,0.8765870566355444,2,False
PAY007501,CUST00504,2026-04-28,18002.15,wallet,insufficient_funds,98955.24,8,5,3,13052.26125,0.625,1.379236107459924,1,True
PAY006201,CUST00505,2026-04-15,1722.31,netbanking,insufficient_funds,424776.43,5,5,0,2003.986,1.0,0.8594421318312603,0,True
PAY008184,CUST00505,2026-05-06,2132.54,upi,card_declined,424776.43,9,8,1,2001.898888888889,0.8888888888888888,1.0652585961439944,1,True
PAY009459,CUST00505,2026-05-31,2117.45,netbanking,expired_card,424776.43,12,10,2,1978.585,0.8333333333333334,1.0701839951278311,1,True
PAY009520,CUST00505,2026-06-02,1416.34,card,timeout,424776.43,13,10,3,1989.2669230769231,0.7692307692307693,0.7119909266923609,2,False
PAY001754,CUST00506,2026-03-13,11638.19,netbanking,card_declined,333070.53,1,1,0,18390.6,1.0,0.6328336215240395,0,True
PAY003180,CUST00506,2026-03-23,13170.4,netbanking,card_declined,333070.53,2,1,1,15014.395,0.5,0.8771848615944897,1,False
PAY008352,CUST00506,2026-05-08,14296.87,card,expired_card,333070.53,10,8,2,15158.579999999998,0.8,0.9431536463177951,0,False
PAY003328,CUST00507,2026-03-24,28250.05,upi,card_declined,300587.25,2,2,0,22045.739999999998,1.0,1.281428974486681,0,True
PAY003898,CUST00507,2026-03-28,24311.2,netbanking,card_declined,300587.25,3,2,1,24113.843333333334,0.6666666666666666,1.0081843721027188,1,False
PAY005100,CUST00507,2026-04-06,21450.25,card,network_error,300587.25,4,2,2,24163.1825,0.5,0.887724537113437,2,False
PAY006526,CUST00507,2026-04-18,17165.35,wallet,timeout,300587.25,5,2,3,23620.595999999998,0.4,0.7267111295582889,3,False
PAY007242,CUST00507,2026-04-25,20356.0,upi,network_error,300587.25,7,3,4,22655.109999999997,0.42857142857142855,0.8985169350314345,3,False
PAY007503,CUST00507,2026-04-28,12887.95,wallet,expired_card,300587.25,8,3,5,22367.72125,0.375,0.5761852025941177,3,False
PAY008028,CUST00507,2026-05-04,20964.31,card,timeout,300587.25,9,3,6,21314.413333333334,0.3333333333333333,0.9835743387416715,4,False
PAY008858,CUST00507,2026-05-16,29454.37,upi,network_error,300587.25,11,4,7,21178.272727272728,0.36363636363636365,1.3907824485643518,4,False
PAY002297,CUST00508,2026-03-17,9572.71,netbanking,timeout,394463.32,1,1,0,10494.95,1.0,0.9121253555281348,0,True
PAY006321,CUST00508,2026-04-16,11210.71,upi,timeout,394463.32,4,3,1,9642.27,0.75,1.1626629414028022,1,True
PAY007243,CUST00508,2026-04-25,9525.28,wallet,network_error,394463.32,5,3,2,9955.958,0.6,0.9567416817146075,1,True
PAY008103,CUST00508,2026-05-05,10968.27,card,card_declined,394463.32,7,4,3,10223.897142857142,0.5714285714285714,1.072807154330862,2,True
PAY008811,CUST00508,2026-05-15,8666.86,netbanking,authentication_failed,394463.32,8,4,4,10316.94375,0.5,0.8400607980439944,3,False
PAY009363,CUST00508,2026-05-28,8733.35,wallet,insufficient_funds,394463.32,10,5,5,9993.252,0.5,0.8739247244040278,2,False
PAY003035,CUST00509,2026-03-22,22056.58,wallet,authentication_failed,67332.32,3,3,0,17573.123333333333,1.0,1.2551314630656627,0,True
PAY000052,CUST00510,2026-02-28,15075.78,card,insufficient_funds,38962.03,0,0,0,15075.78,0.0,1.0,0,False
PAY005981,CUST00511,2026-04-13,1598.65,card,expired_card,107542.9,5,5,0,1564.3319999999999,1.0,1.0219377983701672,0,True
PAY008353,CUST00512,2026-05-08,11482.04,card,insufficient_funds,435499.24,8,8,0,11084.655,1.0,1.0358500106679007,0,False
PAY009747,CUST00512,2026-06-12,8125.36,netbanking,insufficient_funds,435499.24,13,12,1,10940.443846153845,0.9230769230769231,0.7426901608618467,0,True
PAY002597,CUST00515,2026-03-19,7485.58,card,network_error,76620.55,2,2,0,11160.07,1.0,0.6707466888648548,0,True
PAY003899,CUST00515,2026-03-28,4663.96,upi,timeout,76620.55,3,2,1,9935.24,0.6666666666666666,0.46943606797621396,1,False
PAY005249,CUST00515,2026-04-07,9028.64,card,card_declined,76620.55,6,4,2,8107.825,0.6666666666666666,1.113571148859281,2,False
PAY005510,CUST00515,2026-04-09,11652.28,netbanking,card_declined,76620.55,7,4,3,8239.369999999999,0.5714285714285714,1.4142197765120395,3,True
PAY007760,CUST00515,2026-05-01,6368.09,upi,timeout,76620.55,10,6,4,8814.108,0.6,0.7224883107853909,2,False
PAY000351,CUST00517,2026-03-03,3010.42,wallet,insufficient_funds,332223.53,0,0,0,3010.42,0.0,1.0,0,True
PAY001349,CUST00517,2026-03-10,3379.89,wallet,insufficient_funds,332223.53,2,1,1,2372.8,0.5,1.42443105192178,1,False
PAY002441,CUST00517,2026-03-18,2282.63,netbanking,timeout,332223.53,3,1,2,2708.4966666666664,0.3333333333333333,0.8427664054721624,2,True
PAY003329,CUST00517,2026-03-24,2458.92,card,authentication_failed,332223.53,5,2,3,2456.636,0.4,1.0009297266668729,3,True
PAY003616,CUST00517,2026-03-26,2852.52,netbanking,expired_card,332223.53,6,2,4,2457.016666666667,0.3333333333333333,1.1609689257297127,4,False
PAY001756,CUST00518,2026-03-13,18731.17,netbanking,expired_card,12355.86,2,2,0,18137.559999999998,1.0,1.0327282170258845,0,True
PAY002897,CUST00519,2026-03-21,5876.1,wallet,expired_card,122776.15,3,3,0,8262.246666666666,1.0,0.7111988103316532,0,False
PAY004169,CUST00520,2026-03-30,6740.39,card,network_error,91251.87,3,3,0,7960.716666666667,1.0,0.8467064313723848,0,True
PAY004702,CUST00520,2026-04-03,10898.79,netbanking,card_declined,91251.87,4,3,1,7655.635,0.75,1.4236297838128387,1,False
PAY001757,CUST00521,2026-03-13,6198.06,card,card_declined,372150.44,3,3,0,5906.656666666667,1.0,1.0493347336366823,0,True
PAY003331,CUST00521,2026-03-24,3645.92,wallet,card_declined,372150.44,4,3,1,5979.5075,0.75,0.6097358352673695,1,False
PAY003036,CUST00522,2026-03-22,12156.55,card,insufficient_funds,374104.31,2,2,0,8593.705,1.0,1.4145877709323278,0,True
PAY004967,CUST00522,2026-04-05,14222.9,netbanking,expired_card,374104.31,4,3,1,11288.475,0.75,1.2599487530423727,1,False
PAY006434,CUST00522,2026-04-17,10073.46,netbanking,card_declined,374104.31,6,4,2,11999.034999999998,0.6666666666666666,0.8395225116019748,2,False
PAY000990,CUST00523,2026-03-08,17965.53,netbanking,expired_card,390118.43,1,1,0,15352.77,1.0,1.17018166754273,0,False
PAY004703,CUST00524,2026-04-03,9182.78,wallet,expired_card,58981.73,3,3,0,8022.046666666666,1.0,1.1446929171026181,0,True
PAY005101,CUST00524,2026-04-06,9114.26,wallet,card_declined,58981.73,4,3,1,8312.23,0.75,1.0964879460746395,1,False
PAY005634,CUST00524,2026-04-10,11431.62,netbanking,timeout,58981.73,5,3,2,8472.636,0.6,1.3492400712127843,2,True
PAY001900,CUST00525,2026-03-14,1385.85,netbanking,expired_card,472980.74,2,2,0,1616.7350000000001,1.0,0.8571905723572507,0,True
PAY002898,CUST00525,2026-03-21,943.5,card,insufficient_funds,472980.74,3,2,1,1539.7733333333333,0.6666666666666666,0.6127525263458691,1,True
PAY004569,CUST00525,2026-04-02,1944.12,upi,insufficient_funds,472980.74,5,3,2,1449.2959999999998,0.6,1.3414236981265388,2,False
PAY004968,CUST00525,2026-04-05,941.73,upi,expired_card,472980.74,6,3,3,1531.7666666666667,0.5,0.6147999042499945,3,False
PAY006204,CUST00525,2026-04-15,1914.61,wallet,insufficient_funds,472980.74,7,3,4,1447.4757142857143,0.42857142857142855,1.3227234012315034,3,False
PAY007506,CUST00525,2026-04-28,1849.45,upi,authentication_failed,472980.74,9,4,5,1481.3433333333332,0.4444444444444444,1.2484951721748054,3,False
PAY007601,CUST00527,2026-04-29,3620.13,wallet,expired_card,263118.35,6,6,0,4883.163333333333,1.0,0.7413493575544269,0,True
PAY000706,CUST00528,2026-03-06,12294.7,netbanking,card_declined,482192.96,1,1,0,12865.28,1.0,0.9556496244154811,0,True
PAY002034,CUST00528,2026-03-15,9886.9,card,insufficient_funds,482192.96,2,1,1,12579.990000000002,0.5,0.7859227233090009,1,True
PAY004704,CUST00528,2026-04-03,12632.46,netbanking,card_declined,482192.96,4,2,2,11772.465,0.5,1.0730513957781993,2,False
PAY005254,CUST00528,2026-04-07,20338.75,card,insufficient_funds,482192.96,5,2,3,11944.464,0.4,1.7027762819662733,2,False
PAY008812,CUST00528,2026-05-15,10487.37,netbanking,authentication_failed,482192.96,10,6,4,12094.879,0.6,0.867091766689026,0,True
PAY006753,CUST00529,2026-04-20,15896.79,wallet,card_declined,242096.05,6,6,0,18429.3,1.0,0.8625824095326464,0,True
PAY008185,CUST00529,2026-05-06,27074.42,upi,network_error,242096.05,8,7,1,17076.24875,0.875,1.5855016166826452,1,True
PAY000159,CUST00530,2026-03-01,2771.02,netbanking,timeout,344618.26,0,0,0,2771.02,0.0,1.0,0,False
PAY001759,CUST00530,2026-03-13,2223.71,card,card_declined,344618.26,2,1,1,2470.7200000000003,0.5,0.9000250938997538,1,False
PAY000355,CUST00531,2026-03-03,15729.57,netbanking,expired_card,455301.91,0,0,0,15729.57,0.0,1.0,0,True
PAY003617,CUST00531,2026-03-26,10039.15,wallet,insufficient_funds,455301.91,3,2,1,12198.886666666665,0.6666666666666666,0.8229562479198922,1,False
PAY006436,CUST00531,2026-04-17,13608.05,wallet,network_error,455301.91,5,3,2,11664.507999999998,0.6,1.166620143772888,1,False
PAY007336,CUST00532,2026-04-26,2847.93,upi,authentication_failed,44991.29,5,5,0,3287.618,1.0,0.8662594011834708,0,True
PAY000267,CUST00533,2026-03-02,15529.52,netbanking,card_declined,37512.71,0,0,0,15529.52,0.0,1.0,0,False
PAY001511,CUST00533,2026-03-11,16662.52,upi,card_declined,37512.71,1,0,1,15529.52,0.0,1.0729578248394027,1,True
PAY001901,CUST00533,2026-03-14,13884.59,netbanking,network_error,37512.71,2,0,2,16096.02,0.0,0.8626101359217992,2,False
PAY000356,CUST00534,2026-03-03,3308.31,wallet,insufficient_funds,318372.98,1,1,0,2970.96,1.0,1.113549155828419,0,True
PAY000469,CUST00536,2026-03-04,8453.54,netbanking,insufficient_funds,267625.63,1,1,0,14683.55,1.0,0.5757150008002153,0,True
PAY006528,CUST00536,2026-04-18,16045.94,wallet,card_declined,267625.63,6,5,1,11812.183333333334,0.8333333333333334,1.358422871300959,0,True
PAY000994,CUST00537,2026-03-08,16724.26,upi,authentication_failed,304686.26,0,0,0,16724.26,0.0,1.0,0,True
PAY003038,CUST00537,2026-03-22,15062.36,netbanking,insufficient_funds,304686.26,3,2,1,21853.956666666665,0.6666666666666666,0.6892280528300978,1,True
PAY004570,CUST00537,2026-04-02,20935.82,card,card_declined,304686.26,5,3,2,18745.992,0.6,1.1168157972114787,2,False
PAY005637,CUST00537,2026-04-10,20335.62,wallet,card_declined,304686.26,6,3,3,19110.963333333333,0.5,1.064081367605924,2,False
PAY007338,CUST00537,2026-04-26,11621.61,wallet,timeout,304686.26,8,4,4,19734.43125,0.5,0.5889001741562732,2,True
PAY008032,CUST00537,2026-05-04,24289.24,netbanking,network_error,304686.26,9,4,5,18833.006666666668,0.4444444444444444,1.2897165295964426,2,True
PAY000995,CUST00540,2026-03-08,16417.04,upi,network_error,361815.76,0,0,0,16417.04,0.0,1.0,0,True
PAY003039,CUST00540,2026-03-22,13947.33,netbanking,network_error,361815.76,2,1,1,18295.515,0.5,0.7623360151381363,1,True
PAY004430,CUST00540,2026-04-01,16343.25,card,timeout,361815.76,4,2,2,15525.865000000002,0.5,1.0526466641311127,2,True
PAY005255,CUST00540,2026-04-07,22570.69,card,authentication_failed,361815.76,5,2,3,15689.342,0.4,1.4386001656411083,3,False
PAY007426,CUST00540,2026-04-27,25643.44,card,card_declined,361815.76,7,3,4,17594.41857142857,0.42857142857142855,1.4574758407556683,2,False
PAY009364,CUST00540,2026-05-28,25528.86,wallet,insufficient_funds,361815.76,10,5,5,18857.154000000002,0.5,1.353802381844047,0,False
PAY000582,CUST00541,2026-03-05,16095.54,card,card_declined,228519.68,0,0,0,16095.54,0.0,1.0,0,True
PAY001172,CUST00541,2026-03-09,24290.59,card,network_error,228519.68,2,1,1,18884.025,0.5,1.2863036349507055,1,True
PAY003040,CUST00541,2026-03-22,16530.5,upi,insufficient_funds,228519.68,4,2,2,19005.9025,0.5,0.8697561191845533,2,True
PAY003619,CUST00541,2026-03-26,20759.51,netbanking,timeout,228519.68,5,2,3,18510.822,0.4,1.1214796403963043,3,True
PAY004572,CUST00541,2026-04-02,19104.56,wallet,insufficient_funds,228519.68,6,2,4,18885.603333333333,0.3333333333333333,1.011593840175612,4,False
PAY006754,CUST00541,2026-04-20,16033.07,card,authentication_failed,228519.68,8,3,5,19387.86125,0.375,0.8269643460544158,3,False
PAY004972,CUST00542,2026-04-05,6639.85,card,network_error,172771.15,4,4,0,12336.945,1.0,0.5382086083710351,0,True
PAY002736,CUST00543,2026-03-20,11894.73,wallet,authentication_failed,210914.88,2,2,0,11103.005,1.0,1.0713072722204484,0,True
PAY002737,CUST00544,2026-03-20,6942.54,wallet,card_declined,216248.18,4,4,0,6321.25,1.0,1.098285940280799,0,True
PAY004973,CUST00544,2026-04-05,6704.3,upi,network_error,216248.18,7,6,1,6226.625714285714,0.8571428571428571,1.0767147902624628,1,True
PAY008106,CUST00544,2026-05-05,7019.27,wallet,network_error,216248.18,11,9,2,6130.9118181818185,0.8181818181818182,1.144898215496049,1,True
PAY000708,CUST00545,2026-03-06,19527.6,card,card_declined,190279.01,0,0,0,19527.6,0.0,1.0,0,False
PAY001624,CUST00545,2026-03-12,17568.09,netbanking,authentication_failed,190279.01,1,0,1,19527.6,0.0,0.8996543354022001,1,True
PAY001902,CUST00545,2026-03-14,17139.31,netbanking,timeout,190279.01,2,0,2,18547.845,0.0,0.9240593718569462,2,False
PAY003184,CUST00545,2026-03-23,23376.82,upi,insufficient_funds,190279.01,3,0,3,18078.333333333332,0.0,1.2930849082695677,3,False
PAY006755,CUST00545,2026-04-20,26289.63,wallet,insufficient_funds,190279.01,7,3,4,21262.028571428575,0.42857142857142855,1.2364591605961532,1,False
PAY008430,CUST00545,2026-05-09,26475.58,wallet,network_error,190279.01,9,4,5,21661.823333333334,0.4444444444444444,1.222223060016339,1,True
PAY009422,CUST00545,2026-05-30,21294.65,netbanking,network_error,190279.01,12,6,6,20647.551666666666,0.5,1.031340196832054,1,True
PAY000162,CUST00546,2026-03-01,10500.46,card,expired_card,461877.59,0,0,0,10500.46,0.0,1.0,0,False
PAY003473,CUST00546,2026-03-25,12436.9,upi,expired_card,461877.59,3,2,1,12486.733333333332,0.6666666666666666,0.9960090976556453,1,True
PAY007867,CUST00546,2026-05-02,8762.85,card,timeout,461877.59,7,5,2,12817.997142857143,0.7142857142857143,0.6836364450965039,0,True
PAY001625,CUST00547,2026-03-12,5455.1,upi,timeout,416727.08,1,1,0,7073.76,1.0,0.7711740290877837,0,True
PAY005754,CUST00547,2026-04-11,10097.49,netbanking,card_declined,416727.08,5,4,1,7818.4259999999995,0.8,1.2914990817844922,1,True
PAY007047,CUST00547,2026-04-23,7153.19,upi,insufficient_funds,416727.08,7,5,2,8324.772857142858,0.7142857142857143,0.8592654866087293,1,False
PAY007249,CUST00547,2026-04-25,8619.24,card,card_declined,416727.08,8,5,3,8178.325,0.625,1.0539126288084664,2,True
PAY007763,CUST00547,2026-05-01,10617.16,netbanking,expired_card,416727.08,9,5,4,8227.315555555555,0.5555555555555556,1.2904768181440038,3,False
PAY005755,CUST00548,2026-04-11,9990.97,card,network_error,52799.39,5,5,0,14327.538,1.0,0.6973263654928012,0,True
PAY007152,CUST00548,2026-04-24,14884.35,wallet,expired_card,52799.39,7,6,1,13299.137142857142,0.8571428571428571,1.1191966696872708,1,True
PAY008944,CUST00548,2026-05-18,10286.75,wallet,insufficient_funds,52799.39,10,8,2,13629.376999999999,0.8,0.7547483645070499,1,False
PAY007153,CUST00549,2026-04-24,21146.83,card,timeout,406825.8,7,7,0,14673.998571428572,1.0,1.4411089040975198,0,True
PAY008544,CUST00550,2026-05-11,14232.36,card,network_error,295300.22,7,7,0,14673.087142857143,1.0,0.9699635708173594,0,True
PAY000055,CUST00551,2026-02-28,6625.45,upi,card_declined,168174.76,0,0,0,6625.45,0.0,1.0,0,False
PAY001626,CUST00551,2026-03-12,4832.15,netbanking,card_declined,168174.76,1,0,1,6625.45,0.0,0.7293315925710706,1,False
PAY003621,CUST00551,2026-03-26,5729.31,wallet,network_error,168174.76,3,1,2,5629.163333333333,0.3333333333333333,1.0177906841099538,2,False
PAY006208,CUST00551,2026-04-15,8363.98,netbanking,insufficient_funds,168174.76,5,2,3,6175.918,0.4,1.3542893542304155,1,False
PAY006756,CUST00551,2026-04-20,5320.11,wallet,insufficient_funds,168174.76,6,2,4,6540.595,0.3333333333333333,0.8133984752151753,2,True
PAY003474,CUST00552,2026-03-25,5290.59,wallet,insufficient_funds,180031.05,2,2,0,4729.725,1.0,1.11858300429729,0,True
PAY009521,CUST00552,2026-06-02,8421.3,upi,card_declined,180031.05,10,9,1,5479.633,0.9,1.5368364998166848,0,True
PAY000712,CUST00555,2026-03-06,1256.1,card,expired_card,302203.0,0,0,0,1256.1,0.0,1.0,0,False
PAY003475,CUST00555,2026-03-25,2125.14,wallet,network_error,302203.0,5,4,1,1937.316,0.8,1.09695062653692,1,True
PAY000835,CUST00556,2026-03-07,1201.67,netbanking,expired_card,291069.67,0,0,0,1201.67,0.0,1.0,0,True
PAY002306,CUST00556,2026-03-17,529.27,wallet,expired_card,291069.67,1,0,1,1201.67,0.0,0.4404453801792505,1,True
PAY003476,CUST00556,2026-03-25,746.92,upi,network_error,291069.67,2,0,2,865.47,0.0,0.863022404011693,2,False
PAY004574,CUST00556,2026-04-02,730.84,card,timeout,291069.67,3,0,3,825.9533333333334,0.0,0.884844180058599,3,True
PAY007765,CUST00556,2026-05-01,917.11,netbanking,card_declined,291069.67,8,4,4,673.76375,0.5,1.3611744472747311,1,False
PAY008275,CUST00556,2026-05-07,474.54,upi,authentication_failed,291069.67,10,5,5,675.5020000000001,0.5,0.7024997705410199,1,False
PAY008687,CUST00556,2026-05-13,895.05,wallet,network_error,291069.67,11,5,6,657.2327272727273,0.45454545454545453,1.3618463640940803,2,False
PAY004976,CUST00557,2026-04-05,9479.64,netbanking,timeout,330084.47,3,3,0,7538.433333333333,1.0,1.257507970267916,0,True
PAY006327,CUST00557,2026-04-16,10050.11,card,card_declined,330084.47,5,4,1,7861.0160000000005,0.8,1.2784746908033262,1,True
PAY006757,CUST00557,2026-04-20,9064.84,card,insufficient_funds,330084.47,7,5,2,7867.591428571429,0.7142857142857143,1.1521747261913884,2,False
PAY001173,CUST00558,2026-03-09,10522.45,card,card_declined,58568.1,0,0,0,10522.45,0.0,1.0,0,False
PAY008545,CUST00558,2026-05-11,13848.85,card,insufficient_funds,58568.1,9,8,1,11638.323333333334,0.8888888888888888,1.189935148161376,0,False
PAY000163,CUST00559,2026-03-01,1247.96,card,authentication_failed,186942.72,0,0,0,1247.96,0.0,1.0,0,True
PAY002037,CUST00560,2026-03-15,7819.26,wallet,authentication_failed,289179.5,2,2,0,7572.615,1.0,1.0325706509574302,0,True
PAY003623,CUST00560,2026-03-26,7480.17,upi,authentication_failed,289179.5,3,2,1,7654.829999999999,0.6666666666666666,0.9771830334573075,1,True
PAY004052,CUST00560,2026-03-29,10727.57,upi,expired_card,289179.5,4,2,2,7611.165,0.5,1.4094517724947495,2,False
PAY008999,CUST00562,2026-05-19,10327.18,card,network_error,410121.3,10,10,0,10113.047,1.0,1.0211739350168154,0,True
PAY001764,CUST00563,2026-03-13,9222.15,card,card_declined,323136.09,2,2,0,10016.404999999999,1.0,0.9207045841297352,0,True
PAY004053,CUST00563,2026-03-29,12024.65,wallet,card_declined,323136.09,4,3,1,9192.325,0.75,1.3081184575175484,1,False
PAY009666,CUST00563,2026-06-08,8765.28,wallet,expired_card,323136.09,14,12,2,9382.191428571428,0.8571428571428571,0.9342465528157144,0,False
PAY000996,CUST00564,2026-03-08,8670.03,card,authentication_failed,464896.72,0,0,0,8670.03,0.0,1.0,0,True
PAY003904,CUST00565,2026-03-28,3603.21,upi,network_error,137386.62,4,4,0,3317.9375,1.0,1.0859788648821747,0,True
PAY004980,CUST00565,2026-04-05,3553.12,netbanking,network_error,137386.62,6,5,1,3285.8050000000003,0.8333333333333334,1.0813544930389964,1,True
PAY006329,CUST00565,2026-04-16,2152.72,upi,card_declined,137386.62,8,6,2,3393.1725,0.75,0.6344269264235755,2,True
PAY006758,CUST00565,2026-04-20,4676.32,netbanking,network_error,137386.62,9,6,3,3255.3444444444444,0.6666666666666666,1.4365054389192473,3,True
PAY007603,CUST00565,2026-04-29,3358.96,wallet,expired_card,137386.62,10,6,4,3397.442,0.6,0.9886732429869296,3,False
PAY001357,CUST00566,2026-03-10,10116.44,wallet,insufficient_funds,352835.89,0,0,0,10116.44,0.0,1.0,0,False
PAY003625,CUST00566,2026-03-26,11220.14,upi,expired_card,352835.89,3,2,1,11759.686666666666,0.6666666666666666,0.9541189589518542,1,False
PAY004054,CUST00566,2026-03-29,6355.43,card,insufficient_funds,352835.89,4,2,2,11624.8,0.5,0.5467130617300944,2,False
PAY000998,CUST00567,2026-03-08,17422.98,upi,timeout,173213.21,1,1,0,17587.75,1.0,0.9906315475259768,0,True
PAY003905,CUST00567,2026-03-28,8751.99,netbanking,authentication_failed,173213.21,4,3,1,16446.302499999998,0.75,0.5321554799323435,1,True
PAY004981,CUST00567,2026-04-05,13457.67,upi,timeout,173213.21,5,3,2,14907.439999999999,0.6,0.9027485604503523,2,False
PAY003626,CUST00568,2026-03-26,7246.63,netbanking,network_error,435582.04,3,3,0,6721.579999999999,1.0,1.0781140743694193,0,True
PAY002153,CUST00569,2026-03-16,869.37,upi,insufficient_funds,203388.25,1,1,0,2512.25,1.0,0.34605234351676784,0,True
PAY003186,CUST00569,2026-03-23,2065.7,netbanking,authentication_failed,203388.25,2,1,1,1690.81,0.5,1.2217221331787722,1,False
PAY004711,CUST00569,2026-04-03,1874.42,wallet,authentication_failed,203388.25,3,1,2,1815.7733333333333,0.3333333333333333,1.0322984513485531,2,False
PAY005106,CUST00569,2026-04-06,2470.85,wallet,insufficient_funds,203388.25,4,1,3,1830.435,0.25,1.3498703860011418,3,False
PAY005517,CUST00569,2026-04-09,1336.5,wallet,insufficient_funds,203388.25,5,1,4,1958.518,0.2,0.6824037358860118,4,False
PAY005989,CUST00569,2026-04-13,1543.17,upi,network_error,203388.25,6,1,5,1854.8483333333334,0.16666666666666666,0.8319655964683546,5,False
PAY003478,CUST00570,2026-03-25,12911.68,card,expired_card,318420.15,2,2,0,17744.1,1.0,0.7276604617872984,0,False
PAY007677,CUST00570,2026-04-30,10149.31,wallet,authentication_failed,318420.15,6,5,1,17136.281666666666,0.8333333333333334,0.5922702601079639,0,True
PAY008432,CUST00570,2026-05-09,14067.55,upi,card_declined,318420.15,7,5,2,16138.142857142857,0.7142857142857143,0.8716957164481662,1,True
PAY009587,CUST00570,2026-06-04,9439.62,upi,expired_card,318420.15,11,8,3,14109.91909090909,0.7272727272727273,0.6690059623433188,1,True
PAY005387,CUST00571,2026-04-08,1803.04,upi,expired_card,374325.32,6,6,0,3818.2116666666666,1.0,0.4722210703352835,0,True
PAY007429,CUST00571,2026-04-27,990.81,wallet,timeout,374325.32,8,7,1,3552.0612499999997,0.875,0.2789394467789653,1,True
